Rank,City,State,Population.2017,Census.2010,Change,Land.Area.2016.sqmi,Land.Area.2016.km2,Population.Density.2016.sqmi,Population.Density.2016.km2,Location.Lon,Location.Lat,Climate.URL,key,city.x,state.x,high.jan,high.feb,high.mar,high.apr,high.may,high.jun,high.jul,high.aug,high.sep,high.oct,high.nov,high.dec,low.jan,low.feb,low.mar,low.apr,low.may,low.jun,low.jul,low.aug,low.sep,low.oct,low.nov,low.dec,avg.precip.jan,avg.precip.feb,avg.precip.mar,avg.precip.apr,avg.precip.may,avg.precip.jun,avg.precip.jul,avg.precip.aug,avg.precip.sep,avg.precip.oct,avg.precip.nov,avg.precip.dec,days.precip.jan,days.precip.feb,days.precip.mar,days.precip.apr,days.precip.may,days.precip.jun,days.precip.jul,days.precip.aug,days.precip.sep,days.precip.oct,days.precip.nov,days.precip.dec,hours.sun.jan,hours.sun.feb,hours.sun.mar,hours.sun.apr,hours.sun.may,hours.sun.jun,hours.sun.jul,hours.sun.aug,hours.sun.sep,hours.sun.oct,hours.sun.nov,hours.sun.dec,snow.jan,snow.feb,snow.mar,snow.apr,snow.may,snow.jun,snow.jul,snow.aug,snow.sep,snow.oct,snow.nov,snow.dec,city.y,state.y,annual.high,annual.low,avg.tmp,avg.annual.precip,annual.days.precip,annual.hours.sunshine,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families
38,Atlanta,Georgia,486290,420003,0.1578,133.5,345.8,3539,1366,33.7629N,84.4227W,https://www.usclimatedata.com/climate/atlanta/georgia/united-states/usga1761,"Atlanta, Georgia",Atlanta,Georgia,52,57,64,72,81,86,90,88,82,73,64,54,34,37,45,52,61,68,72,72,64,54,43,36,4.21,4.69,4.8,3.35,3.66,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,3.9,4.49,3.43,4.09,3.9,NA,NA,NA,NA,NA,NA,Atlanta,Georgia,71.9,53.2,62.55,49.74,NA,NA,NA,GA,49,41,46,33.5,1,0.34,0.43
39,Long Beach,California,469450,462257,0.0156,50.3,130.3,9347,3609,33.8092N,118.1553W,https://www.usclimatedata.com/climate/long-beach/california/united-states/usca0632,"Long Beach, California",Long Beach,California,67,67,69,72,74,77,82,84,82,77,72,67,46,48,51,53,58,61,65,65,63,58,51,46,2.6,3.07,1.85,0.59,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.2,0.63,0.98,1.97,NA,NA,NA,NA,NA,NA,Long Beach,California,74.2,55.4,64.8,12.25,NA,NA,NA,CA,70,61,51,34.2,1,0.44,0.49
40,Omaha,Nebraska,466893,408958,0.1417,133.2,345,3356,1296,41.2644N,96.0451W,https://www.usclimatedata.com/climate/omaha/nebraska/united-states/usne0363,"Omaha, Nebraska",Omaha,Nebraska,33,38,51,64,74,83,87,85,78,65,49,35,14,18,28,40,51,61,66,64,54,42,29,17,0.71,0.87,2.01,2.95,4.76,4.17,3.82,3.82,2.68,2.17,1.65,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,0,0,0,0,0,0,3,6,Omaha,Nebraska,61.8,40.3,51.05,30.63,NA,NA,NA,NE,45,40,0,34.2,1,0.51,0.48
41,Raleigh,North Carolina,464758,403892,0.1507,145.1,375.8,3163,1221,35.8306N,78.6418W,https://www.usclimatedata.com/climate/raleigh/north-carolina/united-states/usnc0558,"Raleigh, North Carolina",Raleigh,North Carolina,51,56,64,73,79,86,89,87,82,72,63,54,32,34,41,48,57,65,69,68,62,50,42,35,4.45,3.58,4.45,2.99,3.94,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,4.21,4.41,3.58,3.19,3.23,NA,NA,NA,NA,NA,NA,Raleigh,North Carolina,71.3,50.3,60.8,46.58,NA,NA,NA,NC,30,37,29,32.9,0.9,0.46,0.51
42,Colorado Springs,Colorado,464474,416427,0.1154,195.6,506.6,2378,918,38.8673N,104.7607W,https://www.usclimatedata.com/climate/colorado-springs/colorado/united-states/usco0078,"Colorado Springs, Colorado",Colorado Springs,Colorado,43,45,52,60,69,79,85,82,74,63,51,42,18,20,26,33,43,51,57,56,47,36,25,17,0.31,0.35,0.98,1.42,2.05,2.52,2.83,3.35,1.18,0.83,0.39,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,5,1,0,0,0,0,3,5,6,Colorado Springs,Colorado,62.1,35.8,48.95,16.56,NA,NA,NA,CO,36,42,19,34.5,1,0.56,0.47
43,Miami,Florida,463347,399457,0.1599,36,93.2,12599,4865,25.7752N,80.2086W,https://www.usclimatedata.com/climate/miami/florida/united-states/usfl0316,"Miami, Florida",Miami,Florida,76,78,80,83,87,89,91,91,89,86,82,78,60,62,65,68,73,76,77,77,76,74,68,63,1.61,2.24,2.99,3.15,5.35,9.69,17,16,18,15,8,7,6,5,6,7,10,13,267,263,216,215,212,209,222,227,266,275,280,251,NA,NA,NA,NA,NA,NA,6.5,8.9,9.84,6.34,3.27,2.05,NA,NA,NA,NA,NA,NA,Miami,Florida,84.2,69.9,77.05,61.93,NA,2903,NA,FL,79,63,57,39.7,1,0.41,0.39
44,Virginia Beach,Virginia,450435,437994,0.0284,244.7,633.8,1850,710,36.7800N,76.0252W,https://www.usclimatedata.com/climate/virginia-beach/virginia/united-states/usva1628,"Virginia Beach, Virginia",Virginia Beach,Virginia,49,53,59,67,75,84,87,86,81,71,62,53,34,35,40,48,57,67,72,71,66,56,45,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia Beach,Virginia,68.9,52.3,60.6,NA,NA,NA,NA,VA,33,41,20,35.4,1,0.56,0.46
45,Oakland,California,425195,390724,0.0882,55.9,144.8,7514,2901,37.7698N,122.2257W,https://www.usclimatedata.com/climate/oakland/california/united-states/usca2500,"Oakland, California",Oakland,California,58,62,64,66,69,71,72,73,74,72,65,58,44,47,49,50,53,55,56,58,57,54,49,45,4.72,4.49,3.39,1.42,0.79,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.24,1.38,2.87,4.49,NA,NA,NA,NA,NA,NA,Oakland,California,67,51.4,59.2,23.99,NA,NA,NA,CA,72,65,56,36.2,1,0.44,0.46
46,Minneapolis,Minnesota,422331,382578,0.1039,54,139.9,7660,2960,44.9633N,93.2683W,https://www.usclimatedata.com/climate/minneapolis/minnesota/united-states/usmn0503,"Minneapolis, Minnesota",Minneapolis,Minnesota,24,29,41,58,69,79,83,80,72,58,41,27,8,13,24,37,49,59,64,62,52,40,26,12,0.91,0.79,1.89,2.68,3.35,4.25,4.06,4.29,3.07,2.44,1.77,1.14,8,7,11,9,11,13,10,10,9,8,8,8,140,166,200,231,272,302,343,296,237,193,115,112,12,8,10,3,0,0,0,0,0,1,9,12,Minneapolis,Minnesota,55.1,37.2,46.15,30.64,NA,2607,NA,MN,69,82,58,31.9,1,0.38,0.49
47,Tulsa,Oklahoma,401800,391906,0.0252,196.8,509.7,2048,791,36.1279N,95.9023W,https://www.usclimatedata.com/climate/tulsa/oklahoma/united-states/usok0537,"Tulsa, Oklahoma",Tulsa,Oklahoma,48,53,62,72,79,87,93,93,84,73,61,49,28,31,40,49,59,68,73,71,62,51,40,30,1.65,1.85,3.31,3.78,5.87,4.72,3.35,2.91,4.25,3.94,2.8,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,0,0,0,0,0,0,1,2,Tulsa,Oklahoma,71.2,50.2,60.7,40.91,NA,NA,NA,OK,40,44,23,34.9,1,0.5,0.47
48,Arlington,Texas,396394,365438,0.0847,95.8,248.1,4100,1600,32.7007N,97.1247W,https://www.usclimatedata.com/climate/arlington/texas/united-states/ustx1813,"Arlington, Texas",Arlington,Texas,58,61,69,77,84,91,95,96,89,79,68,58,35,40,47,54,63,70,73,73,67,56,46,37,2.05,2.68,3.66,3.15,4.53,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,1.97,3.78,4.61,2.6,2.76,NA,NA,NA,NA,NA,NA,Arlington,Texas,77.1,55.1,66.1,38.36,NA,NA,NA,TX,37,37,0,32.8,1,0.51,0.49
49,New Orleans,Louisiana,393292,343829,0.1439,169.4,438.7,2311,892,30.0534N,89.9345W,https://www.usclimatedata.com/climate/new-orleans/louisiana/united-states/usla0338,"New Orleans, Louisiana",New Orleans,Louisiana,62,65,71,77,83,88,90,90,86,79,70,64,47,50,55,61,68,74,76,76,73,64,55,48,4.76,4.17,6.57,5.43,5.43,5.55,15,14,10,7,7,10,10,9,9,7,9,12,260,269,241,260,200,157,160,158,213,247,292,287,NA,NA,NA,NA,NA,NA,7.09,6.42,5.83,3.66,4.02,4.57,NA,NA,NA,NA,NA,NA,New Orleans,Louisiana,77.1,62.3,69.7,63.5,NA,2744,NA,LA,58,64,44,35.5,0.9,0.38,0.42
50,Wichita,Kansas,390591,382368,0.0215,160.4,415.4,2431,939,37.6907N,97.3459W,https://www.usclimatedata.com/climate/wichita/kansas/united-states/usks1161,"Wichita, Kansas",Wichita,Kansas,42,48,58,68,76,86,91,91,82,70,56,43,22,26,35,45,54,64,69,68,59,47,34,25,0.28,1.34,2.8,2.95,4.92,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.82,3.15,2.99,1.97,1.18,NA,NA,NA,NA,NA,NA,Wichita,Kansas,67.6,45.7,56.65,34.33,NA,NA,NA,KS,35,43,20,34.4,1,0.53,0.47
51,Cleveland,Ohio,385525,396815,-0.0285,77.7,201.2,4965,1917,41.4785N,81.6794W,https://www.usclimatedata.com/climate/cleveland/ohio/united-states/usoh1176,"Cleveland, Ohio",Cleveland,Ohio,34,38,47,59,69,79,83,81,74,62,51,38,22,24,30,40,50,60,64,63,56,45,37,26,2.72,2.32,2.91,3.5,3.66,3.43,3.46,3.5,3.82,3.07,3.62,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,13,3,0,0,0,0,0,0,4,14,Cleveland,Ohio,59.6,43.1,51.35,39.12,NA,NA,NA,OH,60,50,47,35.8,0.9,0.34,0.47
52,Tampa,Florida,385430,335709,0.1481,113.4,293.7,3326,1284,27.9701N,82.4797W,https://www.usclimatedata.com/climate/tampa/florida/united-states/usfl0481,"Tampa, Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,50,55,32,35.1,0.9,0.43,0.45
53,Bakersfield,California,380874,347483,0.0961,148.8,385.4,2529,976,35.3212N,119.0183W,https://www.usclimatedata.com/climate/bakersfield/california/united-states/usca0062,"Bakersfield, California",Bakersfield,California,56,63,69,75,83,91,97,96,90,79,66,57,39,42,47,50,58,64,69,69,64,55,45,39,1.14,1.22,1.22,0.51,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.08,0.31,0.63,1.02,NA,NA,NA,NA,NA,NA,Bakersfield,California,76.8,53.4,65.1,6.45,NA,NA,NA,CA,37,41,27,30.4,1,0.53,0.54
54,Aurora,Colorado,366623,325078,0.1278,153.5,397.6,2356,910,39.6880N,104.6897W,https://www.usclimatedata.com/climate/denver/colorado/united-states/usco0105,"Denver, Colorado",Denver,Colorado,44,46,54,61,71,81,88,86,77,65,52,43,17,20,26,34,44,53,59,57,47,36,25,17,0.47,0.47,1.26,1.73,2.28,1.69,2.05,2.05,1.06,1.06,0.83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,7,1,0,0,0,1,4,9,9,Denver,Colorado,64,36.3,50.15,15.54,NA,NA,NA,CO,43,53,39,34.1,1,0.51,0.51
55,Anaheim,California,352497,336265,0.0483,50,129.5,7021,2711,33.8555N,117.7601W,https://www.usclimatedata.com/climate/anaheim/california/united-states/usca0027,"Anaheim, California",Anaheim,California,71,71,73,76,78,81,87,89,87,82,76,70,48,48,51,53,57,61,65,65,63,58,52,47,2.87,3.07,1.89,0.79,0.28,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.24,0.71,1.38,2.01,NA,NA,NA,NA,NA,NA,Anaheim,California,78.4,55.7,67.05,13.4,NA,NA,NA,CA,54,49,37,33.7,1,0.52,0.49
56,Honolulu,Hawaii,350395,337256,0.039,60.5,156.7,5815,2245,21.3243N,157.8476W,https://www.usclimatedata.com/climate/honolulu/hawaii/united-states/ushi0026,"Honolulu, Hawaii",Honolulu,Hawaii,80,80,81,83,85,87,88,89,89,87,84,81,66,66,68,69,71,73,74,75,74,73,71,68,2.32,2.01,2.01,0.63,0.63,0.28,14,13,13,13,13,15,14,11,13,12,11,12,293,290,279,257,221,211,227,202,250,255,276,280,NA,NA,NA,NA,NA,NA,0.51,0.55,0.71,1.85,2.4,3.23,NA,NA,NA,NA,NA,NA,Honolulu,Hawaii,84.5,70.7,77.6,17.13,NA,3041,NA,HI,64,49,57,40.9,1,0.53,0.35
57,Santa Ana,California,334136,324528,0.0296,27.1,70.2,12333,4762,33.7363N,117.8830W,https://www.usclimatedata.com/climate/santa-ana/california/united-states/usca1016,"Santa Ana, California",Santa Ana,California,70,70,72,74,76,78,83,85,84,80,74,69,47,48,50,53,57,60,63,64,62,58,51,46,2.83,3.39,2.13,0.87,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.2,0.59,1.14,2.09,NA,NA,NA,NA,NA,NA,Santa Ana,California,76.3,54.9,65.6,13.6,NA,NA,NA,CA,66,58,46,30.5,1,0.49,0.53
58,Riverside,California,327728,303871,0.0785,81.2,210.3,3999,1544,33.9381N,117.3932W,https://www.usclimatedata.com/climate/riverside/california/united-states/usca1695,"Riverside, California",Riverside,California,68,68,71,76,80,87,94,95,91,83,74,67,43,44,46,49,54,57,62,62,59,53,46,42,2.32,2.4,1.69,0.67,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.16,0.47,0.83,1.38,NA,NA,NA,NA,NA,NA,Riverside,California,79.5,51.4,65.45,10.32,NA,NA,NA,CA,41,45,33,31.4,1,0.48,0.48
59,Corpus Christi,Texas,325605,305215,0.0668,174.6,452.2,1866,720,27.7543N,97.1734W,https://www.usclimatedata.com/climate/corpus-christi/texas/united-states/ustx0294,"Corpus Christi, Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,41,41,29,34.7,1,0.54,0.44
60,Lexington,Kentucky,321959,295803,0.0884,283.6,734.5,1123,434,38.0407N,84.4583W,https://www.usclimatedata.com/climate/lexington/kentucky/united-states/usky1079,"Lexington, Kentucky",Lexington,Kentucky,41,46,55,66,74,83,86,86,79,67,55,44,25,28,36,45,54,62,66,65,58,47,37,28,3.19,3.19,4.06,3.58,5.28,4.45,4.65,3.27,2.91,3.15,3.54,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,0,0,0,0,0,0,0,0,3,Lexington,Kentucky,65.2,45.9,55.55,45.21,NA,NA,NA,KY,0,0,0,0,0,0,0
61,Stockton,California,310496,291707,0.0644,61.7,159.8,4977,1922,37.9763N,121.3133W,https://www.usclimatedata.com/climate/stockton/california/united-states/usca1100,"Stockton, California",Stockton,California,56,63,68,74,82,89,92,93,89,80,66,56,38,41,44,47,53,57,57,58,56,49,42,37,3.43,3.11,2.68,1.42,0.55,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.28,0.98,2.17,3.03,NA,NA,NA,NA,NA,NA,Stockton,California,75.7,48.3,62,17.85,NA,NA,NA,CA,42,51,28,31.8,1,0.5,0.53
62,St. Louis,Missouri,308626,319294,-0.0334,62,160.6,5023,1939,38.6357N,90.2446W,https://www.usclimatedata.com/climate/lake-saint-louis/missouri/united-states/usmo1692,"Lake Saint Louis, Missouri",Lake Saint Louis,Missouri,39,45,55,67,75,83,87,86,79,68,56,42,20,24,33,44,54,63,67,65,56,45,36,24,2.36,2.48,3.5,3.78,4.88,4.61,4.49,3.15,3.7,3.7,4.09,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,0,0,0,0,0,0,0,0,3,Lake Saint Louis,Missouri,65.2,44.3,54.75,44.09,NA,NA,NA,MO,65,53,45,34.8,0.9,0.37,0.43
63,Saint Paul,Minnesota,306621,285068,0.0756,52,134.7,5815,2245,44.9489N,93.1041W,https://www.usclimatedata.com/climate/saint-paul/minnesota/united-states/usmn1299,"Saint Paul, Minnesota",Saint Paul,Minnesota,26,31,43,58,71,80,85,82,73,59,42,29,7,12,24,38,50,59,64,62,53,41,27,13,0.79,0.67,1.54,2.87,3.7,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,4.76,3.27,2.91,1.81,1.1,NA,NA,NA,NA,NA,NA,Saint Paul,Minnesota,56.6,37.5,47.05,32.04,NA,NA,NA,MN,0,0,0,0,0,0,0
64,Henderson,Nevada,302539,257729,0.1739,104.7,271.2,2798,1080,36.0097N,115.0357W,https://www.usclimatedata.com/climate/henderson/nevada/united-states/usnv0122,"Henderson, Nevada",Henderson,Nevada,55,59,67,75,88,98,103,100,91,77,63,53,31,35,39,44,53,62,69,67,60,49,38,31,0.94,1.14,0.79,0.35,0.16,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.59,0.47,0.43,0.47,0.75,NA,NA,NA,NA,NA,NA,Henderson,Nevada,77.4,48.2,62.8,6.92,NA,NA,NA,NV,30,37,24,41.6,1,0.56,0.41
65,Pittsburgh,Pennsylvania,302407,305704,-0.0108,55.4,143.5,5481,2116,40.4398N,79.9766W,https://www.usclimatedata.com/climate/pittsburgh/pennsylvania/united-states/uspa3601,"Pittsburgh, Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,62,51,54,32.9,1,0.39,0.39
66,Cincinnati,Ohio,301301,296943,0.0147,77.4,200.5,3860,1490,39.1402N,84.5058W,https://www.usclimatedata.com/climate/cincinnati/ohio/united-states/usoh0188,"Cincinnati, Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,50,35,44,32.3,0.9,0.35,0.48
67,Anchorage,Alaska,294356,291826,0.0087,1706.6,4420.1,175,68,61.1743N,149.2843W,https://www.usclimatedata.com/climate/anchorage/alaska/united-states/usak0012,"Anchorage, Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AK,32,0,21,32.8,1,0.52,0.48
68,Greensboro,North Carolina,290222,269666,0.0762,128.3,332.3,2237,864,36.0951N,79.8270W,https://www.usclimatedata.com/climate/greensboro/north-carolina/united-states/usnc0280,"Greensboro, North Carolina",Greensboro,North Carolina,48,53,61,70,78,85,88,86,80,70,61,51,29,32,39,47,56,65,69,68,61,49,40,31,3.07,2.95,3.74,3.58,3.39,3.74,4.49,3.9,4.17,3.15,3.11,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0,0,0,0,0,0,0,Greensboro,North Carolina,69.3,48.8,59.05,42.36,NA,NA,NA,NC,29,30,0,34.7,0.9,0.46,0.47
69,Plano,Texas,286143,259841,0.1012,71.7,185.7,3990,1540,33.0508N,96.7479W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,39,48,17,38.5,1,0.62,0.5
70,Newark,New Jersey,285154,277140,0.0289,24.1,62.4,11691,4514,40.7242N,74.1726W,https://www.usclimatedata.com/climate/newark/new-jersey/united-states/usnj0355,"Newark, New Jersey",Newark,New Jersey,39,42,51,62,72,82,86,84,77,65,55,44,24,27,34,44,53,63,69,67,60,48,39,30,3.54,2.87,4.17,4.21,4.09,4.02,4.76,3.7,3.82,3.58,3.66,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,5,1,0,0,0,0,0,0,0,5,Newark,New Jersey,63.3,46.5,54.9,46.24,NA,NA,NA,NJ,80,50,65,33,1,0.35,0.53
71,Lincoln,Nebraska,284736,258379,0.102,92.1,238.5,3044,1175,40.8105N,96.6803W,https://www.usclimatedata.com/climate/lincoln/nebraska/united-states/usne0283,"Lincoln, Nebraska",Lincoln,Nebraska,35,40,52,64,74,84,89,87,79,66,50,37,14,18,28,39,51,61,66,64,53,41,28,16,0.63,0.79,1.93,2.72,4.29,4.33,3.39,3.5,3.03,1.97,1.42,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,1,0,0,0,0,0,1,2,6,Lincoln,Nebraska,63.1,39.9,51.5,28.94,NA,NA,NA,NE,43,58,24,32.3,1,0.51,0.46
72,Orlando,Florida,280257,238300,0.1761,105.2,272.5,2635,1017,28.4166N,81.2736W,https://www.usclimatedata.com/climate/orlando/florida/united-states/usfl1021,"Orlando, Florida",Orlando,Florida,71,73,77,82,88,91,92,92,89,84,78,72,50,53,57,62,68,73,76,76,74,68,60,54,2.76,2.83,3.78,2.48,3.31,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,7.83,6.02,3.31,2.4,2.64,NA,NA,NA,NA,NA,NA,Orlando,Florida,82.4,64.3,73.35,53.19,NA,NA,NA,FL,42,55,33,33.2,0.9,0.4,0.47
73,Irvine,California,277453,212375,0.3064,65.6,169.9,4057,1566,33.6784N,117.7713W,https://www.usclimatedata.com/climate/irvine/california/united-states/usca2494,"Irvine, California",Irvine,California,65,65,67,71,73,76,82,83,81,76,69,64,47,48,49,51,56,59,62,63,61,57,51,47,2.72,3.62,2.44,0.87,0.24,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.67,1.14,2.28,NA,NA,NA,NA,NA,NA,Irvine,California,72.7,54.3,63.5,14.42,NA,NA,NA,CA,44,66,27,34.5,1,0.56,0.51
